name,composer,genre,key,year,instruments,details_url,tags,catalogue_code,file_urls,raw_file_path,source_url,processed_file_path
Piano Sonata no. 10 in G major,"Beethoven, Ludwig van",,C major,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata10-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata10-2.mid,data/files_kernscores/64b800868fe53746de7f186641a6b3cea415be2e.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata10-2.mid,data/normalized/64b800868fe53746de7f186641a6b3cea415be2e.xml
Piano Sonata no. 10 in G major,"Beethoven, Ludwig van",,G major,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata10-1.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata10-1.mid,data/files_kernscores/3ac0bbb4c366eb1c67f15d724d8b94d20e735f84.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata10-1.mid,data/normalized/3ac0bbb4c366eb1c67f15d724d8b94d20e735f84.xml
"Piano Sonata no. 7 in D major, mvmt. 4","Beethoven, Ludwig van",,D major,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata07-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata07-4.mid,data/files_kernscores/621420b3d19e6c0de8347e0c491e802feadb5771.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata07-4.mid,data/normalized/621420b3d19e6c0de8347e0c491e802feadb5771.xml
"Piano Sonata no. 7 in D major, mvmt. 2","Beethoven, Ludwig van",,d minor,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata07-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata07-2.mid,data/files_kernscores/bce2ad9a61999219791edae1cd87ef292b262eb8.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata07-2.mid,data/normalized/bce2ad9a61999219791edae1cd87ef292b262eb8.xml
"Piano Sonata no. 4 in E-flat major (""Grand Sonata"")","Beethoven, Ludwig van",,C major,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata04-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata04-2.mid,data/files_kernscores/73f283e1c4f2d27072b0528abcba13e09a0ef980.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata04-2.mid,data/normalized/73f283e1c4f2d27072b0528abcba13e09a0ef980.xml
Piano Sonata no. 5 in C Minor,"Beethoven, Ludwig van",,A- major,1795-1797,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata05-2.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata05-2.mid,data/files_kernscores/f37e3d04f25c58932b076d17e143c5b9dcb3b30e.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata05-2.mid,data/normalized/f37e3d04f25c58932b076d17e143c5b9dcb3b30e.xml
"Piano Sonata no. 4 in E-flat major (""Grand Sonata"")","Beethoven, Ludwig van",,E- major,,,http://kern.humdrum.org/cgi-bin/ksdata?file=sonata04-4.krn&l=users/craig/classical/beethoven/piano/sonata&format=info,,,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata04-4.mid,data/files_kernscores/76b2be717192ef938cc64565658b2d3ab16a98dc.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=users/craig/classical/beethoven/piano/sonata&file=sonata04-4.mid,data/normalized/76b2be717192ef938cc64565658b2d3ab16a98dc.xml
Prelude,"Bach, Johann Sebastian",Baroque,B major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p23.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 892,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p23.mid,data/files_kernscores/cae436575bba126ddd2c8013e3e527bff6638db3.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p23.mid,data/normalized/cae436575bba126ddd2c8013e3e527bff6638db3.xml
Fugue,"Bach, Johann Sebastian",Baroque,B- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f21.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 890,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f21.mid,data/files_kernscores/ab71b80ec0fc15b3758f3c1b0c45c15d580db98a.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f21.mid,data/normalized/ab71b80ec0fc15b3758f3c1b0c45c15d580db98a.xml
Prelude,"Bach, Johann Sebastian",Baroque,b- minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p22.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 891,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p22.mid,data/files_kernscores/9ce6c64df7ecdc742b04269bbec21fafa7bb3530.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p22.mid,data/normalized/9ce6c64df7ecdc742b04269bbec21fafa7bb3530.xml
Fugue,"Bach, Johann Sebastian",Baroque,b- minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f22.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 891,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f22.mid,data/files_kernscores/ec189ba8a3d94d82146d0a0ad3a88347c8b5f5dc.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f22.mid,data/normalized/ec189ba8a3d94d82146d0a0ad3a88347c8b5f5dc.xml
Fugue,"Bach, Johann Sebastian",Baroque,f# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f19.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 888,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f19.mid,data/files_kernscores/2c714a6e0eee7d1f72fd446915c64e3e7a8a5d8e.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f19.mid,data/normalized/2c714a6e0eee7d1f72fd446915c64e3e7a8a5d8e.xml
Fugue,"Bach, Johann Sebastian",Baroque,a minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f20.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 889,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f20.mid,data/files_kernscores/9cd751c4272f11a9ddc530ff7ce23300c7480d1a.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f20.mid,data/normalized/9cd751c4272f11a9ddc530ff7ce23300c7480d1a.xml
Prelude,"Bach, Johann Sebastian",Baroque,a minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p20.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 889,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p20.mid,data/files_kernscores/801e8e4fdc37761871c8a2f442ca5d301e321d8f.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p20.mid,data/normalized/801e8e4fdc37761871c8a2f442ca5d301e321d8f.xml
Prelude,"Bach, Johann Sebastian",Baroque,A major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p19.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 888,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p19.mid,data/files_kernscores/a73891e44c29a9904147222872326977ae37a5e2.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p19.mid,data/normalized/a73891e44c29a9904147222872326977ae37a5e2.xml
Fugue,"Bach, Johann Sebastian",Baroque,g# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f18.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 887,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f18.mid,data/files_kernscores/0b312b9bee672ccaaa624cefc3467c0f308df37e.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f18.mid,data/normalized/0b312b9bee672ccaaa624cefc3467c0f308df37e.xml
Prelude,"Bach, Johann Sebastian",Baroque,A- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p17.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 886,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p17.mid,data/files_kernscores/0d6a1e1455bc00e6a7a3425f8e926983cbd1b73f.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p17.mid,data/normalized/0d6a1e1455bc00e6a7a3425f8e926983cbd1b73f.xml
Fugue,"Bach, Johann Sebastian",Baroque,A- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f17.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 886,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f17.mid,data/files_kernscores/5d55da48690518d0ead7f78e4351fe57e7adb1a5.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f17.mid,data/normalized/5d55da48690518d0ead7f78e4351fe57e7adb1a5.xml
Prelude,"Bach, Johann Sebastian",Baroque,B- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p21.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 890,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p21.mid,data/files_kernscores/8c9f115cf0886b001739b92e098999fa2b370b76.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p21.mid,data/normalized/8c9f115cf0886b001739b92e098999fa2b370b76.xml
Fugue,"Bach, Johann Sebastian",Baroque,g minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f16.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 885,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f16.mid,data/files_kernscores/e885ca6294a55c69d620b34b0716d27a8c60e07a.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f16.mid,data/normalized/e885ca6294a55c69d620b34b0716d27a8c60e07a.xml
Prelude,"Bach, Johann Sebastian",Baroque,g# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p18.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 887,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p18.mid,data/files_kernscores/ae56c46ae021ac1bb7438aac288e9e5468d83527.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p18.mid,data/normalized/ae56c46ae021ac1bb7438aac288e9e5468d83527.xml
Prelude,"Bach, Johann Sebastian",Baroque,g minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p16.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 885,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p16.mid,data/files_kernscores/138849f7d74383cfe1ccb9cf961a981645b577e6.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p16.mid,data/normalized/138849f7d74383cfe1ccb9cf961a981645b577e6.xml
Fugue,"Bach, Johann Sebastian",Baroque,f# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f14.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 883,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f14.mid,data/files_kernscores/92376145d2621cbb194cdb0560c5255b5950e614.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f14.mid,data/normalized/92376145d2621cbb194cdb0560c5255b5950e614.xml
Fugue,"Bach, Johann Sebastian",Baroque,G major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f15.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 884,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f15.mid,data/files_kernscores/557acb58eb6c0432f47d28edcab5420b4ee4cf97.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f15.mid,data/normalized/557acb58eb6c0432f47d28edcab5420b4ee4cf97.xml
Prelude,"Bach, Johann Sebastian",Baroque,G major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p15.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 884,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p15.mid,data/files_kernscores/71656b852e8afdfd575174cbcbe7fa3ff99f8f11.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p15.mid,data/normalized/71656b852e8afdfd575174cbcbe7fa3ff99f8f11.xml
Prelude,"Bach, Johann Sebastian",Baroque,f# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p14.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 883,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p14.mid,data/files_kernscores/944fbe46a9f401f0429c821b8702502773754997.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p14.mid,data/normalized/944fbe46a9f401f0429c821b8702502773754997.xml
Fugue,"Bach, Johann Sebastian",Baroque,f minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f12.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 881,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f12.mid,data/files_kernscores/7f17bd57a53ce7251c38f0795d16ad74b4d9a021.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f12.mid,data/normalized/7f17bd57a53ce7251c38f0795d16ad74b4d9a021.xml
Fugue,"Bach, Johann Sebastian",Baroque,F# major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f13.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 882,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f13.mid,data/files_kernscores/94a8cfa42a2960fe20ad18057c3ead3559fca55c.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f13.mid,data/normalized/94a8cfa42a2960fe20ad18057c3ead3559fca55c.xml
Prelude,"Bach, Johann Sebastian",Baroque,F# major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p13.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 882,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p13.mid,data/files_kernscores/a0dbb4319beee750ccc7ce28a98c5c9492b98d86.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p13.mid,data/normalized/a0dbb4319beee750ccc7ce28a98c5c9492b98d86.xml
Fugue,"Bach, Johann Sebastian",Baroque,e minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f10.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 879,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f10.mid,data/files_kernscores/43908d0d5396d8a23c028f7721f96866e0d2e3dd.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f10.mid,data/normalized/43908d0d5396d8a23c028f7721f96866e0d2e3dd.xml
Prelude,"Bach, Johann Sebastian",Baroque,f minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p12.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 881,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p12.mid,data/files_kernscores/95384ac4ace751ab579bd16d7c23df359a5fff20.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p12.mid,data/normalized/95384ac4ace751ab579bd16d7c23df359a5fff20.xml
Fugue,"Bach, Johann Sebastian",Baroque,F major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f11.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 880,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f11.mid,data/files_kernscores/2637c9a06ead4a2069436e034875972540883b2f.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f11.mid,data/normalized/2637c9a06ead4a2069436e034875972540883b2f.xml
Prelude,"Bach, Johann Sebastian",Baroque,d minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p11.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 880,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p11.mid,data/files_kernscores/62c39b9cf226cf0f96d46c0d3aef549cc5cf56e7.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p11.mid,data/normalized/62c39b9cf226cf0f96d46c0d3aef549cc5cf56e7.xml
Fugue,"Bach, Johann Sebastian",Baroque,e- minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f08.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 877,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f08.mid,data/files_kernscores/61df79f5023c45e523f06ee40034319a64aadd47.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f08.mid,data/normalized/61df79f5023c45e523f06ee40034319a64aadd47.xml
Prelude,"Bach, Johann Sebastian",Baroque,b minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p10.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 879,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p10.mid,data/files_kernscores/39dabcbc93e11124e967ca4e4530d892722fdf46.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p10.mid,data/normalized/39dabcbc93e11124e967ca4e4530d892722fdf46.xml
Fugue,"Bach, Johann Sebastian",Baroque,E major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f09.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 878,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f09.mid,data/files_kernscores/272accaf30caad599263258ed18a50bccc5faa72.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f09.mid,data/normalized/272accaf30caad599263258ed18a50bccc5faa72.xml
Prelude,"Bach, Johann Sebastian",Baroque,e- minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p08.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 877,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p08.mid,data/files_kernscores/848073e211a9d3fd6e244e142a26cc17620b2fec.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p08.mid,data/normalized/848073e211a9d3fd6e244e142a26cc17620b2fec.xml
Prelude,"Bach, Johann Sebastian",Baroque,E- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p07.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 876,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p07.mid,data/files_kernscores/3ddd4cbd11e0c360d3dc9eb9dfede25da3d1d2c5.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p07.mid,data/normalized/3ddd4cbd11e0c360d3dc9eb9dfede25da3d1d2c5.xml
Fugue,"Bach, Johann Sebastian",Baroque,d minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f06.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 875,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f06.mid,data/files_kernscores/0827eb02c9a712f7a57de2b0f93d9ea09dfcb946.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f06.mid,data/normalized/0827eb02c9a712f7a57de2b0f93d9ea09dfcb946.xml
Fugue,"Bach, Johann Sebastian",Baroque,E- major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f07.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 876,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f07.mid,data/files_kernscores/f2b48865d46963ae5396a26a2e6121bf107f44cb.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f07.mid,data/normalized/f2b48865d46963ae5396a26a2e6121bf107f44cb.xml
Prelude,"Bach, Johann Sebastian",Baroque,E major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p09.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 878,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p09.mid,data/files_kernscores/8b3da6f8415634f0b1ca0e1f540dd555c5730186.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p09.mid,data/normalized/8b3da6f8415634f0b1ca0e1f540dd555c5730186.xml
Prelude,"Bach, Johann Sebastian",Baroque,d minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2p06.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 875,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p06.mid,data/files_kernscores/69215a3eb16d68a737b5590511e2d59b83eaea5d.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2p06.mid,data/normalized/69215a3eb16d68a737b5590511e2d59b83eaea5d.xml
Fugue,"Bach, Johann Sebastian",Baroque,c# minor,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f04.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 873,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f04.mid,data/files_kernscores/88742ae2b80395c8be7da6783d232c9cfb7fa47a.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f04.mid,data/normalized/88742ae2b80395c8be7da6783d232c9cfb7fa47a.xml
Fugue,"Bach, Johann Sebastian",Baroque,D major,1742,,http://kern.humdrum.org/cgi-bin/ksdata?file=wtc2f05.krn&l=musedata/bach/keyboard/wtc&format=info,,BWV 874,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f05.mid,data/files_kernscores/a270a9ec414cb341d77c5e47c8cf490c41241d0c.mid,http://kern.humdrum.org/cgi-bin/ksdata?l=musedata/bach/keyboard/wtc&file=wtc2f05.mid,data/normalized/a270a9ec414cb341d77c5e47c8cf490c41241d0c.xml
